 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"420250 BOM JARDIM DA SERRA";12769,70
"420253 BOM JESUS";17041,49
"420257 BOM JESUS DO OESTE";30065,75
"420260 BOM RETIRO";16523,03
"420270 BOTUVERA";23097,67
"420280 BRACO DO NORTE";16281,71
"420285 BRACO DO TROMBUDO";31619,38
"420287 BRUNOPOLIS";14420,44
"420290 BRUSQUE";31619,67
"420300 CACADOR";21788,35
"420310 CAIBI";15893,26
"420315 CALMON";16862,18
"420320 CAMBORIU";9407,40
"420325 CAPAO ALTO";15666,00
"420330 CAMPO ALEGRE";16858,34
"420340 CAMPO BELO DO SUL";14605,36
"420350 CAMPO ERE";20768,28
"420360 CAMPOS NOVOS";35319,55
"420370 CANELINHA";12131,69
"420380 CANOINHAS";18457,81
"420390 CAPINZAL";20746,01
"420395 CAPIVARI DE BAIXO";27493,47
"420400 CATANDUVAS";19447,25
"420410 CAXAMBU DO SUL";22583,82
"420415 CELSO RAMOS";12465,35
"420417 CERRO NEGRO";8395,62
"420419 CHAPADAO DO LAGEADO";18590,12
"420420 CHAPECO";24839,97
"420425 COCAL DO SUL";20841,43
"420430 CONCORDIA";24378,47
"420435 CORDILHEIRA ALTA";50058,83
"420440 CORONEL FREITAS";15080,23
"420445 CORONEL MARTINS";10177,02
"420450 CORUPA";20621,15
"420455 CORREIA PINTO";24138,88
"420460 CRICIUMA";20271,54
"420470 CUNHA PORA";38821,36
"420475 CUNHATAI";12573,15
"420480 CURITIBANOS";17157,66
"420490 DESCANSO";13362,44
"420500 DIONISIO CERQUEIRA";12876,16
"420510 DONA EMMA";13588,64
"420515 DOUTOR PEDRINHO";10307,54
"420517 ENTRE RIOS";8058,92
"420519 ERMO";18745,99
"420520 ERVAL VELHO";15024,36
"420530 FAXINAL DOS GUEDES";30522,43
"420535 FLOR DO SERTAO";10740,56
"420540 FLORIANOPOLIS";26804,11
"420543 FORMOSA DO SUL";11008,94
"420545 FORQUILHINHA";19374,82
"420550 FRAIBURGO";19352,17
"420555 FREI ROGERIO";13178,90
"420560 GALVAO";22358,37
"420570 GAROPABA";12881,84
"420580 GARUVA";21799,33
"420590 GASPAR";24527,80
"420600 GOVERNADOR CELSO RAMOS";9945,59
"420610 GRAO PARA";14968,81
"420620 GRAVATAL";10162,35
"420630 GUABIRUBA";28187,23
"420640 GUARACIABA";15520,73
"420650 GUARAMIRIM";28810,47
"420660 GUARUJA DO SUL";13844,61
"420665 GUATAMBU";38084,96
"420670 HERVAL D'OESTE";14978,15
"420675 IBIAM";15072,82
"420680 IBICARE";14836,83
"420690 IBIRAMA";15576,95
"420700 ICARA";19425,60
"420710 ILHOTA";16267,75
"420720 IMARUI";9350,52
"420730 IMBITUBA";17530,33
"420740 IMBUIA";14814,87
"420750 INDAIAL";26138,00
"420757 IOMERE";29551,21
"420760 IPIRA";10506,22
"420765 IPORA DO OESTE";14408,10
"420768 IPUACU";16175,55
"420770 IPUMIRIM";22750,20
"420775 IRACEMINHA";12714,86
"420780 IRANI";12116,40
"420785 IRATI";30802,93
"420790 IRINEOPOLIS";19035,31
"420800 ITA";20425,85
"420810 ITAIOPOLIS";17700,29
"420820 ITAJAI";54854,47
"420830 ITAPEMA";17403,41
"420840 ITAPIRANGA";22924,76
"420845 ITAPOA";12286,96
"420850 ITUPORANGA";19977,41
"420860 JABORA";19489,46
"420870 JACINTO MACHADO";14448,04
"420880 JAGUARUNA";12895,29
"420890 JARAGUA DO SUL";38563,44
"420895 JARDINOPOLIS";15423,99
"420900 JOACABA";34504,12
"420910 JOINVILLE";35486,97
"420915 JOSE BOITEUX";28753,68
"420917 JUPIA";12017,78
"420920 LACERDOPOLIS";35457,77
"420930 LAGES";17799,24
"420940 LAGUNA";9312,76
"420945 LAJEADO GRANDE";15229,39
"420950 LAURENTINO";20236,39
"420960 LAURO MULLER";12032,80
"420970 LEBON REGIS";15615,98
"420980 LEOBERTO LEAL";15328,00
"420985 LINDOIA DO SUL";18065,04
"420990 LONTRAS";13038,85
"421000 LUIZ ALVES";31073,41
"421003 LUZERNA";17703,96
"421005 MACIEIRA";17702,29
"421010 MAFRA";18987,55
"421020 MAJOR GERCINO";10217,79
"421030 MAJOR VIEIRA";14243,02
"421040 MARACAJA";16933,53
"421050 MARAVILHA";28488,95
"421055 MAREMA";30160,50
"421060 MASSARANDUBA";20052,03
"421070 MATOS COSTA";9309,15
"421080 MELEIRO";18307,81
"421085 MIRIM DOCE";13031,76
"421090 MODELO";23020,79
"421100 MONDAI";25087,07
"421105 MONTE CARLO";16977,58
"421110 MONTE CASTELO";14573,29
"421120 MORRO DA FUMACA";20232,83
"421125 MORRO GRANDE";20848,38
"421130 NAVEGANTES";23616,52
"421140 NOVA ERECHIM";18898,36
"421145 NOVA ITABERABA";22362,97
"421150 NOVA TRENTO";23387,37
"421160 NOVA VENEZA";27061,26
"421165 NOVO HORIZONTE";16586,36
"421170 ORLEANS";26806,43
"421175 OTACILIO COSTA";28671,40
"421180 OURO";11758,19
"421185 OURO VERDE";19729,36
"421187 PAIAL";12555,62
"421189 PAINEL";18735,97
"421190 PALHOCA";19416,70
"421200 PALMA SOLA";16951,57
"421205 PALMEIRA";22464,71
"421210 PALMITOS";20291,89
"421220 PAPANDUVA";20984,07
"421223 PARAISO";18342,10
"421225 PASSO DE TORRES";9068,19
"421227 PASSOS MAIA";22178,80
"421230 PAULO LOPES";13411,35
"421240 PEDRAS GRANDES";17055,44
"421250 PENHA";11204,83
"421260 PERITIBA";15279,69
"421270 PETROLANDIA";16263,23
"421280 BALNEARIO PICARRAS";16660,89
"421290 PINHALZINHO";33596,50
"421300 PINHEIRO PRETO";24807,54
"421310 PIRATUBA";98552,90
"421315 PLANALTO ALEGRE";25447,17
"421320 POMERODE";35385,63
"421330 PONTE ALTA";13003,80
"421335 PONTE ALTA DO NORTE";22518,26
"421340 PONTE SERRADA";13982,68
"421350 PORTO BELO";35341,51
"421360 PORTO UNIAO";11444,52
"421370 POUSO REDONDO";15950,30
"421380 PRAIA GRANDE";10763,37
"421390 PRESIDENTE CASTELLO BRANCO";15896,57
"421400 PRESIDENTE GETULIO";19847,16
"421410 PRESIDENTE NEREU";14087,50
"421415 PRINCESA";9709,76
"421420 QUILOMBO";35806,01
"421430 RANCHO QUEIMADO";22690,23
"421440 RIO DAS ANTAS";15495,31
"421450 RIO DO CAMPO";15475,66
"421460 RIO DO OESTE";16763,61
"421470 RIO DOS CEDROS";17206,29
"421480 RIO DO SUL";25440,95
"421490 RIO FORTUNA";73087,66
"421500 RIO NEGRINHO";16479,78
"421505 RIO RUFINO";11253,31
"421507 RIQUEZA";9786,21
"421510 RODEIO";14618,47
"421520 ROMELANDIA";14751,51
"421530 SALETE";13302,39
"421535 SALTINHO";11396,29
"421540 SALTO VELOSO";22799,23
"421545 SANGAO";15595,57
"421550 SANTA CECILIA";15320,11
"421555 SANTA HELENA";13411,81
"421560 SANTA ROSA DE LIMA";11575,63
"421565 SANTA ROSA DO SUL";9927,44
"421567 SANTA TEREZINHA";13754,08
"421568 SANTA TEREZINHA DO PROGRESSO";10240,66
"421569 SANTIAGO DO SUL";18547,38
"421570 SANTO AMARO DA IMPERATRIZ";22341,98
"421575 SAO BERNARDINO";25250,93
"421580 SAO BENTO DO SUL";25295,28
"421590 SAO BONIFACIO";9829,98
"421600 SAO CARLOS";19106,57
"421605 SAO CRISTOVAO DO SUL";14265,11
"421610 SAO DOMINGOS";18940,85
"421620 SAO FRANCISCO DO SUL";49678,81
"421625 SAO JOAO DO OESTE";17374,94
"421630 SAO JOAO BATISTA";18176,20
"421635 SAO JOAO DO ITAPERIU";17255,59
"421640 SAO JOAO DO SUL";11205,88
"421650 SAO JOAQUIM";15728,16
"421660 SAO JOSE";24377,20
"421670 SAO JOSE DO CEDRO";17525,16
"421680 SAO JOSE DO CERRITO";44292,09
"421690 SAO LOURENCO DO OESTE";20713,33
"421700 SAO LUDGERO";28710,98
"421710 SAO MARTINHO";10940,46
"421715 SAO MIGUEL DA BOA VISTA";11655,68
"421720 SAO MIGUEL DO OESTE";24867,10
"421725 SAO PEDRO DE ALCANTARA";8823,68
"421730 SAUDADES";21126,35
"421740 SCHROEDER";17554,30
"421750 SEARA";28010,87
"421755 SERRA ALTA";23665,55
"421760 SIDEROPOLIS";20105,09
"421770 SOMBRIO";16534,38
"421775 SUL BRASIL";25189,20
"421780 TAIO";19916,07
"421790 TANGARA";26579,38
"421795 TIGRINHOS";10733,96
"421800 TIJUCAS";22433,24
"421810 TIMBE DO SUL";12851,30
"421820 TIMBO";27342,10
"421825 TIMBO GRANDE";12813,15
"421830 TRES BARRAS";21781,66
"421835 TREVISO";38019,91
"421840 TREZE DE MAIO";12571,32
"421850 TREZE TILIAS";31407,12
"421860 TROMBUDO CENTRAL";22929,36
"421870 TUBARAO";20411,04
"421875 TUNAPOLIS";13094,63
"421880 TURVO";24173,00
"421885 UNIAO DO OESTE";24081,55
"421890 URUBICI";13980,85
"421895 URUPEMA";13268,75
"421900 URUSSANGA";21766,23
"421910 VARGEAO";47709,28
"421915 VARGEM";11232,64
"421917 VARGEM BONITA";47580,34
"421920 VIDAL RAMOS";17718,88
"421930 VIDEIRA";28120,18
"421935 VITOR MEIRELES";13639,52
"421940 WITMARSUM";18445,58
"421950 XANXERE";21476,44
"421960 XAVANTINA";21526,99
"421970 XAXIM";21109,74
"421985 ZORTEA";11569,99
"430003 ACEGUA";23676,39
"430005 AGUA SANTA";26839,39
"430010 AGUDO";14626,05
"430020 AJURICABA";18259,36
"430030 ALECRIM";8279,64
"430040 ALEGRETE";13701,59
"430045 ALEGRIA";10809,57
"430047 ALMIRANTE TAMANDARE DO SUL";29326,90
"430050 ALPESTRE";10381,23
"430055 ALTO ALEGRE";15924,39
"430057 ALTO FELIZ";12393,23
"430060 ALVORADA";6960,29
"430063 AMARAL FERRADOR";7939,52
"430064 AMETISTA DO SUL";7120,09
"430066 ANDRE DA ROCHA";29186,39
"430070 ANTA GORDA";14667,99
"430080 ANTONIO PRADO";19548,32
"430085 ARAMBARE";18123,49
"430087 ARARICA";15379,91
"430090 ARATIBA";150363,03
"430100 ARROIO DO MEIO";27475,60
"430105 ARROIO DO SAL";13503,88
"430107 ARROIO DO PADRE";9938,48
"430110 ARROIO DOS RATOS";8190,53
"430120 ARROIO DO TIGRE";14907,21
"430130 ARROIO GRANDE";16106,24
"430140 ARVOREZINHA";11158,93
"430150 AUGUSTO PESTANA";19715,42
"430155 AUREA";13037,21
"430160 BAGE";11055,80
"430163 BALNEARIO PINHAL";9353,89
"430165 BARAO";19491,90
"430170 BARAO DE COTEGIPE";15313,54
"430175 BARAO DO TRIUNFO";8283,93
"430180 BARRACAO";20290,12
"430185 BARRA DO GUARITA";7352,17
"430187 BARRA DO QUARAI";28258,24
"430190 BARRA DO RIBEIRO";13340,85
"430192 BARRA DO RIO AZUL";13427,16
"430195 BARRA FUNDA";30978,07
"430200 BARROS CASSAL";9348,91
"430205 BENJAMIN CONSTANT DO SUL";7226,66
"430210 BENTO GONCALVES";32857,95
"430215 BOA VISTA DAS MISSOES";35259,32
"430220 BOA VISTA DO BURICA";15567,89
"430222 BOA VISTA DO CADEADO";38209,83
"430223 BOA VISTA DO INCRA";29815,01
"430225 BOA VISTA DO SUL";15693,75
"430230 BOM JESUS";14914,81
"430235 BOM PRINCIPIO";21724,00
"430237 BOM PROGRESSO";13733,39
"430240 BOM RETIRO DO SUL";13468,68
"430245 BOQUEIRAO DO LEAO";10340,70
"430250 BOSSOROCA";20238,88
"430258 BOZANO";17462,42
"430260 BRAGA";12817,76
"430265 BROCHIER";11427,06
"430270 BUTIA";12782,88
"430280 CACAPAVA DO SUL";12075,95
"430290 CACEQUI";11509,01
"430300 CACHOEIRA DO SUL";14589,46
"430310 CACHOEIRINHA";35954,71
"430320 CACIQUE DOBLE";12113,09
"430330 CAIBATE";13963,55
"430340 CAICARA";10153,66
"430350 CAMAQUA";16471,75
"430355 CAMARGO";20100,43
"430360 CAMBARA DO SUL";16146,72
"430367 CAMPESTRE DA SERRA";19057,11
"430370 CAMPINA DAS MISSOES";11158,93
"430380 CAMPINAS DO SUL";19158,97
"430390 CAMPO BOM";29191,79
"430400 CAMPO NOVO";17169,08
"430410 CAMPOS BORGES";14661,02
"430420 CANDELARIA";12686,31
"430430 CANDIDO GODOI";19117,58
"430435 CANDIOTA";69800,98
"430440 CANELA";12857,66
"430450 CANGUCU";8964,10
"430460 CANOAS";39346,00
"430461 CANUDOS DO VALE";12308,00
"430462 CAPAO BONITO DO SUL";47687,84
"430463 CAPAO DA CANOA";15554,29
"430465 CAPAO DO CIPO";41524,52
"430466 CAPAO DO LEAO";11220,57
"430467 CAPIVARI DO SUL";33152,33
"430468 CAPELA DE SANTANA";8869,92
"430469 CAPITAO";13494,22
"430470 CARAZINHO";19503,86
"430471 CARAA";6545,23
"430480 CARLOS BARBOSA";40206,02
"430485 CARLOS GOMES";12049,01
"430490 CASCA";24718,55
"430495 CASEIROS";17559,56
"430500 CATUIPE";16123,91
"430510 CAXIAS DO SUL";37932,90
"430511 CENTENARIO";10648,64
"430512 CERRITO";8238,93
"430513 CERRO BRANCO";9975,75
"430515 CERRO GRANDE";11530,40
"430517 CERRO GRANDE DO SUL";8642,33
"430520 CERRO LARGO";28804,58
"430530 CHAPADA";23623,65
"430535 CHARQUEADAS";25044,95
"430537 CHARRUA";13502,23
"430540 CHIAPETTA";21526,42
"430543 CHUI";13114,47
"430544 CHUVISCA";11293,28
"430545 CIDREIRA";10675,20
"430550 CIRIACO";15904,26
"430558 COLINAS";14090,47
"430560 COLORADO";24333,57
"430570 CONDOR";25519,96
"430580 CONSTANTINA";13655,45
"430583 COQUEIRO BAIXO";13987,27
"430585 COQUEIROS DO SUL";22142,52
"430587 CORONEL BARROS";18697,57
"430590 CORONEL BICACO";18987,07
"430593 CORONEL PILAR";14122,90
"430595 COTIPORA";15119,73
"430597 COXILHA";33832,49
"430600 CRISSIUMAL";13577,67
"430605 CRISTAL";12544,60
"430607 CRISTAL DO SUL";10570,01
"430610 CRUZ ALTA";22706,46
"430613 CRUZALTENSE";16312,83
"430620 CRUZEIRO DO SUL";12887,89
"430630 DAVID CANABARRO";15415,10
"430632 DERRUBADAS";13813,94
"430635 DEZESSEIS DE NOVEMBRO";8024,77
"430637 DILERMANDO DE AGUIAR";17292,85
"430640 DOIS IRMAOS";34412,46
"430642 DOIS IRMAOS DAS MISSOES";26189,25
"430645 DOIS LAJEADOS";17295,79
"430650 DOM FELICIANO";9907,70
"430655 DOM PEDRO DE ALCANTARA";31631,89
"430660 DOM PEDRITO";15947,54
"430670 DONA FRANCISCA";10852,50
"430673 DOUTOR MAURICIO CARDOSO";16435,77
"430675 DOUTOR RICARDO";15145,02
"430676 ELDORADO DO SUL";19921,40
"430680 ENCANTADO";21395,70
"430690 ENCRUZILHADA DO SUL";9115,78
"430692 ENGENHO VELHO";18650,19
"430693 ENTRE-IJUIS";15665,58
"430695 ENTRE RIOS DO SUL";90991,91
"430697 EREBANGO";15593,30
"430700 ERECHIM";24947,71
"430705 ERNESTINA";22075,25
"430710 HERVAL";8466,62
"430720 ERVAL GRANDE";10117,77
"430730 ERVAL SECO";13070,99
"430740 ESMERALDA";29204,51
"430745 ESPERANCA DO SUL";10886,39
"430750 ESPUMOSO";19154,87
"430755 ESTACAO";17799,85
"430760 ESTANCIA VELHA";20972,64
"430770 ESTEIO";26074,38
"430780 ESTRELA";28814,80
"430781 ESTRELA VELHA";17686,61
"430783 EUGENIO DE CASTRO";32706,81
"430786 FAGUNDES VARELA";15790,84
"430790 FARROUPILHA";29164,55
"430800 FAXINAL DO SOTURNO";14752,95
"430805 FAXINALZINHO";11137,77
"430807 FAZENDA VILANOVA";31663,79
"430810 FELIZ";18720,87
"430820 FLORES DA CUNHA";27508,73
"430825 FLORIANO PEIXOTO";15410,76
"430830 FONTOURA XAVIER";9323,44
"430840 FORMIGUEIRO";12082,55
"430843 FORQUETINHA";15497,25
"430845 FORTALEZA DOS VALOS";24626,93
"430850 FREDERICO WESTPHALEN";21507,97
"430860 GARIBALDI";33172,23
"430865 GARRUCHOS";18543,06
"430870 GAURAMA";16792,56
"430880 GENERAL CAMARA";11322,98
"430885 GENTIL";29223,33
"430890 GETULIO VARGAS";17981,03
"430900 GIRUA";22055,98
"430905 GLORINHA";42413,36
"430910 GRAMADO";28019,66
"430912 GRAMADO DOS LOUREIROS";10413,97
"430915 GRAMADO XAVIER";9972,31
"430920 GRAVATAI";28596,07
"430925 GUABIJU";19513,00
"430930 GUAIBA";30640,31
"430940 GUAPORE";18735,14
"430950 GUARANI DAS MISSOES";19597,37
"430955 HARMONIA";15208,79
"430957 HERVEIRAS";11727,22
"430960 HORIZONTINA";48753,99
"430965 HULHA NEGRA";12040,99
"430970 HUMAITA";16159,22
"430975 IBARAMA";10417,04
"430980 IBIACA";18495,67
"430990 IBIRAIARAS";18427,13
"430995 IBIRAPUITA";12754,25
"431000 IBIRUBA";26124,29
"431010 IGREJINHA";32294,49
"431020 IJUI";20637,83
"431030 ILOPOLIS";14822,08
"431033 IMBE";14248,05
"431036 IMIGRANTE";36366,05
"431040 INDEPENDENCIA";15626,57
"431041 INHACORA";13917,83
"431043 IPE";18076,74
"431046 IPIRANGA DO SUL";26277,23
"431050 IRAI";9546,41
"431053 ITAARA";10000,90
"431055 ITACURUBI";13095,38
"431057 ITAPUCA";12453,21
"431060 ITAQUI";17962,05
"431065 ITATI";13306,13
"431070 ITATIBA DO SUL";8850,64
"431075 IVORA";14680,63
"431080 IVOTI";25611,61
"431085 JABOTICABA";13781,93
"431087 JACUIZINHO";15438,02
"431090 JACUTINGA";18859,80
"431100 JAGUARAO";11715,71
"431110 JAGUARI";11923,27
"431112 JAQUIRANA";9539,63
"431113 JARI";20765,24
"431115 JOIA";24514,66
"431120 JULIO DE CASTILHOS";20950,09
"431123 LAGOA BONITA DO SUL";11119,16
"431125 LAGOAO";8573,94
"431127 LAGOA DOS TRES CANTOS";25246,56
"431130 LAGOA VERMELHA";19910,54
"431140 LAJEADO";29718,31
"431142 LAJEADO DO BUGRE";9474,54
"431150 LAVRAS DO SUL";15578,11
"431160 LIBERATO SALZANO";9705,47
"431162 LINDOLFO COLLOR";30434,78
"431164 LINHA NOVA";14943,57
"431170 MACHADINHO";13436,47
"431171 MACAMBARA";26088,44
"431173 MAMPITUBA";8158,43
"431175 MANOEL VIANA";14230,75
"431177 MAQUINE";8338,26
"431179 MARATA";21261,63
"431180 MARAU";30316,00
"431190 MARCELINO RAMOS";11411,29
"431198 MARIANA PIMENTEL";10606,25
"431200 MARIANO MORO";11586,97
"431205 MARQUES DE SOUZA";11110,00
"431210 MATA";9874,01
"431213 MATO CASTELHANO";21113,92
"431215 MATO LEITAO";24664,84
"431217 MATO QUEIMADO";15290,12
"431220 MAXIMILIANO DE ALMEIDA";11901,25
"431225 MINAS DO LEAO";11284,11
"431230 MIRAGUAI";11362,94
"431235 MONTAURI";21903,05
"431237 MONTE ALEGRE DOS CAMPOS";20947,27
"431238 MONTE BELO DO SUL";27644,68
"431240 MONTENEGRO";31077,68
"431242 MORMACO";16894,92
"431244 MORRINHOS DO SUL";11153,57
"431245 MORRO REDONDO";9639,40
"431247 MORRO REUTER";16037,34
"431250 MOSTARDAS";16492,82
"431260 MUCUM";39176,64
"431261 MUITOS CAPOES";76081,81
"431262 MULITERNO";14969,54
"431265 NAO-ME-TOQUE";38820,50
"431267 NICOLAU VERGUEIRO";25315,39
"431270 NONOAI";15293,74
"431275 NOVA ALVORADA";22019,45
"431280 NOVA ARACA";34840,54
"431290 NOVA BASSANO";48529,94
"431295 NOVA BOA VISTA";17178,13
"431300 NOVA BRESCIA";17856,89
"431301 NOVA CANDELARIA";23056,11
"431303 NOVA ESPERANCA DO SUL";18865,31
"431306 NOVA HARTZ";31822,77
"431308 NOVA PADUA";16005,92
"431310 NOVA PALMA";17452,46
"431320 NOVA PETROPOLIS";21158,77
"431330 NOVA PRATA";30474,22
"431333 NOVA RAMADA";19811,22
"431335 NOVA ROMA DO SUL";19495,21
"431337 NOVA SANTA RITA";23143,14
"431339 NOVO CABRAIS";11558,73
"431340 NOVO HAMBURGO";23229,85
"431342 NOVO MACHADO";14245,22
"431344 NOVO TIRADENTES";10964,94
"431346 NOVO XINGU";14713,79
"431349 NOVO BARREIRO";10639,26
"431350 OSORIO";30338,97
"431360 PAIM FILHO";15375,18
"431365 PALMARES DO SUL";16278,52
"431370 PALMEIRA DAS MISSOES";18668,73
"431380 PALMITINHO";11412,13
"431390 PANAMBI";28957,59
"431395 PANTANO GRANDE";16034,42
"431400 PARAI";21111,25
"431402 PARAISO DO SUL";10917,98
"431403 PARECI NOVO";14176,51
"431405 PAROBE";14200,00
"431406 PASSA SETE";9736,85
"431407 PASSO DO SOBRADO";15239,95
"431410 PASSO FUNDO";21141,53
"431413 PAULO BENTO";21237,16
"431415 PAVERAMA";10861,15
"431417 PEDRAS ALTAS";17624,70
"431420 PEDRO OSORIO";13464,81
"431430 PEJUCARA";29680,96
"431440 PELOTAS";12936,90
"431442 PICADA CAFE";46209,47
"431445 PINHAL";14166,71
"431446 PINHAL DA SERRA";137748,54
"431447 PINHAL GRANDE";69567,89
"431449 PINHEIRINHO DO VALE";9949,88
"431450 PINHEIRO MACHADO";12592,42
"431455 PIRAPO";10255,14
"431460 PIRATINI";9142,51
"431470 PLANALTO";9284,13
"431475 POCO DAS ANTAS";13240,42
"431477 PONTAO";28593,82
"431478 PONTE PRETA";14843,49
"431480 PORTAO";24718,81
"431490 PORTO ALEGRE";30286,07
"431500 PORTO LUCENA";9930,91
"431505 PORTO MAUA";10919,60
"431507 PORTO VERA CRUZ";9883,85
"431510 PORTO XAVIER";8847,68
"431513 POUSO NOVO";15264,36
"431514 PRESIDENTE LUCENA";14202,16
"431515 PROGRESSO";11090,51
"431517 PROTASIO ALVES";13536,12
"431520 PUTINGA";12867,39
"431530 QUARAI";10480,16
"431531 QUATRO IRMAOS";26835,00
"431532 QUEVEDOS";21473,42
"431535 QUINZE DE NOVEMBRO";19932,14
"431540 REDENTORA";6685,14
"431545 RELVADO";14237,64
"431550 RESTINGA SECA";12533,80
"431555 RIO DOS INDIOS";10963,90
"431560 RIO GRANDE";26075,64
"431570 RIO PARDO";11676,75
"431575 RIOZINHO";16762,06
"431580 ROCA SALES";19819,52
"431590 RODEIO BONITO";12752,47
"431595 ROLADOR";17372,71
"431600 ROLANTE";15298,53
"431610 RONDA ALTA";15194,99
"431620 RONDINHA";15482,08
"431630 ROQUE GONZALES";11016,79
"431640 ROSARIO DO SUL";13118,68
"431642 SAGRADA FAMILIA";9746,35
"431643 SALDANHA MARINHO";22478,05
"431645 SALTO DO JACUI";34306,43
"431647 SALVADOR DAS MISSOES";22275,01
"431650 SALVADOR DO SUL";25032,43
"431660 SANANDUVA";18032,76
"431670 SANTA BARBARA DO SUL";29653,12
"431673 SANTA CECILIA DO SUL";21124,24
"431675 SANTA CLARA DO SUL";15875,07
"431680 SANTA CRUZ DO SUL";35325,90
"431690 SANTA MARIA";15352,62
"431695 SANTA MARIA DO HERVAL";20494,99
"431697 SANTA MARGARIDA DO SUL";38523,52
"431700 SANTANA DA BOA VISTA";8938,19
"431710 SANT'ANA DO LIVRAMENTO";10618,13
"431720 SANTA ROSA";21690,62
"431725 SANTA TEREZA";13649,01
"431730 SANTA VITORIA DO PALMAR";14557,23
"431740 SANTIAGO";11181,18
"431750 SANTO ANGELO";15771,67
"431755 SANTO ANTONIO DO PALMA";16748,31
"431760 SANTO ANTONIO DA PATRULHA";14475,00
"431770 SANTO ANTONIO DAS MISSOES";13294,19
"431775 SANTO ANTONIO DO PLANALTO";26588,60
"431780 SANTO AUGUSTO";17470,47
"431790 SANTO CRISTO";19012,54
"431795 SANTO EXPEDITO DO SUL";14148,16
"431800 SAO BORJA";15928,37
"431805 SAO DOMINGOS DO SUL";11455,61
"431810 SAO FRANCISCO DE ASSIS";9767,92
"431820 SAO FRANCISCO DE PAULA";15826,15
"431830 SAO GABRIEL";16458,62
"431840 SAO JERONIMO";15549,54
"431842 SAO JOAO DA URTIGA";12950,97
"431843 SAO JOAO DO POLESINE";11397,12
"431844 SAO JORGE";15732,59
"431845 SAO JOSE DAS MISSOES";11312,39
"431846 SAO JOSE DO HERVAL";11968,49
"431848 SAO JOSE DO HORTENCIO";18894,91
"431849 SAO JOSE DO INHACORA";17115,21
"431850 SAO JOSE DO NORTE";8030,13
"431860 SAO JOSE DO OURO";22835,07
"431861 SAO JOSE DO SUL";14585,80
"431862 SAO JOSE DOS AUSENTES";18316,40
"431870 SAO LEOPOLDO";20861,32
"431880 SAO LOURENCO DO SUL";11238,96
"431890 SAO LUIZ GONZAGA";15126,39
"431900 SAO MARCOS";20458,15
"431910 SAO MARTINHO";16395,09
"431912 SAO MARTINHO DA SERRA";22481,45
"431915 SAO MIGUEL DAS MISSOES";25431,84
"431920 SAO NICOLAU";10471,11
"431930 SAO PAULO DAS MISSOES";11796,33
"431935 SAO PEDRO DA SERRA";9968,38
"431936 SAO PEDRO DAS MISSOES";12736,94
"431937 SAO PEDRO DO BUTIA";17290,38
"431940 SAO PEDRO DO SUL";11162,60
"431950 SAO SEBASTIAO DO CAI";17827,73
"431960 SAO SEPE";13796,95
"431970 SAO VALENTIM";15575,01
"431971 SAO VALENTIM DO SUL";17717,22
"431973 SAO VALERIO DO SUL";10271,69
"431975 SAO VENDELINO";16562,21
"431980 SAO VICENTE DO SUL";12045,52
"431990 SAPIRANGA";21003,75
"432000 SAPUCAIA DO SUL";17190,70
"432010 SARANDI";20994,43
"432020 SEBERI";13912,98
"432023 SEDE NOVA";16502,47
"432026 SEGREDO";10256,87
"432030 SELBACH";23967,83
"432032 SENADOR SALGADO FILHO";15252,40
"432035 SENTINELA DO SUL";9045,18
"432040 SERAFINA CORREA";25583,26
"432045 SERIO";11014,05
"432050 SERTAO";20481,16
"432055 SERTAO SANTANA";14016,32
"432057 SETE DE SETEMBRO";16113,85
"432060 SEVERIANO DE ALMEIDA";13245,81
"432065 SILVEIRA MARTINS";10178,45
"432067 SINIMBU";10905,81
"432070 SOBRADINHO";15271,10
"432080 SOLEDADE";12068,31
"432085 TABAI";11142,48
"432090 TAPEJARA";22516,22
"432100 TAPERA";24631,70
"432110 TAPES";12398,46
"432120 TAQUARA";14181,74
"432130 TAQUARI";16304,19
"432132 TAQUARUCU DO SUL";13083,93
"432135 TAVARES";10219,99
"432140 TENENTE PORTELA";11865,18
"432143 TERRA DE AREIA";9000,83
"432145 TEUTONIA";25646,60
"432146 TIO HUGO";19805,72
"432147 TIRADENTES DO SUL";9200,03
"432149 TOROPI";10977,53
"432150 TORRES";14550,55
"432160 TRAMANDAI";11647,47
"432162 TRAVESSEIRO";19134,70
"432163 TRES ARROIOS";13456,55
"432166 TRES CACHOEIRAS";10988,03
"432170 TRES COROAS";30266,76
"432180 TRES DE MAIO";17206,08
"432183 TRES FORQUILHAS";9405,62
"432185 TRES PALMEIRAS";14733,01
"432190 TRES PASSOS";15898,75
"432195 TRINDADE DO SUL";13061,76
"432200 TRIUNFO";220358,29
"432210 TUCUNDUVA";18355,95
"432215 TUNAS";9390,80
"432218 TUPANCI DO SUL";16162,23
"432220 TUPANCIRETA";23914,07
"432225 TUPANDI";46938,44
"432230 TUPARENDI";16087,43
"432232 TURUCU";12169,41
"432234 UBIRETAMA";12410,12
"432235 UNIAO DA SERRA";20574,93
"432237 UNISTALDA";11891,12
"432240 URUGUAIANA";12108,54
"432250 VACARIA";19816,67
"432252 VALE VERDE";12375,56
"432253 VALE DO SOL";18874,71
